;Barcode;Title;Year;Location
905.2;TM010365;Hosen, weiblich;1994;Bibliotheek AMFI
905.2;HV062114;Why women wear what they wear;2007;Bibliotheek AMFI
905.2;HV078741;The surreal body;2007;Bibliotheek AMFI
905.2;HV114616;Chinese fashion;2009;Bibliotheek AMFI
906;HV105885;Gli anni '50;2010;Bibliotheek AMFI
906;HV105884;Gli anni '60;2010;Bibliotheek AMFI
906;TM041290;Libelle 50;1984;Bibliotheek AMFI
906;HV099839;Paris;2011;Bibliotheek AMFI
906;HV013898;Van zeep tot soap;2004;Bibliotheek AMFI
906.2;TM041291;Taking the waters;1992;Bibliotheek AMFI
906.3;FM002557;Creature comforts 2;1985;Bibliotheek AMFI
906.3;HV023319;Eating out in Europe;2003;Bibliotheek AMFI
906.3;HV099050;What [not] to eat 2011;2010;Bibliotheek AMFI
906.3;HV009156;Slow food;2003;Bibliotheek AMFI
906.4;HV053083;Food and the city;2005;Bibliotheek AMFI
906.4;HV078044;Hungry planet;2005;Bibliotheek AMFI
906.6;HV107786;Antique paper dolls;1975;Bibliotheek AMFI
906.6;TM045127;Barbie in fashion;1994;Bibliotheek AMFI
906.6;HV100422;Barbie all dolled up;2009;Bibliotheek AMFI
906.6;TM045172;City play;1990;Bibliotheek AMFI
906.6;TM016549;Barbie;1994;Bibliotheek AMFI
906.6;TM044033;Yesterday's children;1991;Bibliotheek AMFI
906.6;TM043179;Making Victorians;1983;Bibliotheek AMFI
906.6;TM003290;Dimpled lunatics;1993;Bibliotheek AMFI
906.6;TM002527;The universal toy catalog of 1924 with a postscript, compiled in 1926, on novelties;1985;Bibliotheek AMFI
906.6;TM016189;Kid size;1997;Bibliotheek AMFI
906.9;FM002400;The compleat gentleman;1993;Bibliotheek AMFI
907;HV013382;Mode, passion et collection;2003;Bibliotheek AMFI
907;HV002290;Re-orienting fashion;2003;Bibliotheek AMFI
907;HV013381;La société de la fashion;2003;Bibliotheek AMFI
907.1;HV011096;Angezogen-ausgezogen;1984;Bibliotheek AMFI
907.1;TM045192;The glass of fashion;1954;Bibliotheek AMFI
907.1;TM044011;Over mode en mensen;1994;Bibliotheek AMFI
907.1;HV000362;Over mode en mensen;2004;Bibliotheek AMFI
907.1;FM003938;Over mode en mensen;1994;Bibliotheek AMFI
907.1;HV154195;A history of fashion;1975;Bibliotheek AMFI
 907.1  1;FM006274;Die Mode;1986;Bibliotheek AMFI
 907.1  2;TM043027;Die Mode;1986;Bibliotheek AMFI
907.1;HV107805;A history of costume in the West;1987;Bibliotheek AMFI
907.1;FM002471;Modische Eleganz;1963;Bibliotheek AMFI
907.1;TM041980;Kleding en het AaBe ervan;1962;Bibliotheek AMFI
907.1;TM041162;A pictorial history of costume;1990;Bibliotheek AMFI
907.1;TM041975;Geschiedenis van het kostuum;1963;Bibliotheek AMFI
907.1;TM041547;Costume and fashion in colour, 1760-1920;1971;Bibliotheek AMFI
907.1;TM016999;The illustrated encyclopedia of costume and fashion;1997;Bibliotheek AMFI
907.1;TM041546;Tirions kostuumgids;1988;Bibliotheek AMFI
907.1;TM041279;Fashion;1965;Bibliotheek AMFI
907.1;FM002377;Costume at Castle Howard;1975;Bibliotheek AMFI
907.1;TM043044;Costume coutume;1987;Bibliotheek AMFI
907.1;HV015039;Understanding fashion history;2004;Bibliotheek AMFI
907.1;TM043024;Élélgances franca?ises du XVIIIe siècle à nos jours;1978;Bibliotheek AMFI
907.1;TM007615;Everyday fashions of the forties as pictured in Sears catalogs;1992;Bibliotheek AMFI
907.1;TM000226;Fashion design;1987;Bibliotheek AMFI
907.1;HV002289;Fashion foundations;2003;Bibliotheek AMFI
907.1;HV130764;Fashion;2013;Bibliotheek AMFI
907.1;HV120101;Fashion;2012;Bibliotheek AMFI
907.1;HV107731;Fashion;2012;Bibliotheek AMFI
 907.1  ( );HV063565;Fashion;2006;Bibliotheek AMFI
907.1;TM014213;Four hundred years of fashion;1984;Bibliotheek AMFI
907.1;TM043176;From Holland with talent;1985;Bibliotheek AMFI
907.1;TM041549;Vier eeuwen kleding in Nederland;1941;Bibliotheek AMFI
907.1;TM007806;Chinese clothing;1994;Bibliotheek AMFI
907.1;TM047925;Mode in prent (1550-1914);1988;Bibliotheek AMFI
907.1;TM010250;Mode in prent (1550-1914);1988;Bibliotheek AMFI
907.1;TM041966;What people wore;1952;Bibliotheek AMFI
907.1;TM041548;Costume and fashion in colour, 1550-1760;1975;Bibliotheek AMFI
907.1;TM043013;Kleding en mode in kleur;1977;Bibliotheek AMFI
907.1;TM007607;Model;1995;Bibliotheek AMFI
907.1;TM010363;Knaurs Kostümbuch;1954;Bibliotheek AMFI
907.1;TM041860;Geschiedenis van het kostuum in kleur;1977;Bibliotheek AMFI
907.1;TM041967;Costume cavalcade;1956;Bibliotheek AMFI
907.1;HV005076;Hobbezak en haute couture;2004;Bibliotheek AMFI
907.1;HV031464;Hartelapjes;2006;Bibliotheek AMFI
907.1;TM017523;Kabinet van mode en smaak;1955;Bibliotheek AMFI
907.1;TM010336;Mille ans de costume français, 950-1950;1991;Bibliotheek AMFI
907.1;HV013986;Goddess: the classical mode;2003;Bibliotheek AMFI
 907.1 Ö;TM043014;A history of costume;1963;Bibliotheek AMFI
907.1;HV039566;Mode;2006;Bibliotheek AMFI
907.1;HV075289;Kostuum;1995;Bibliotheek AMFI
907.1;TM010362;Das große Bilderlexikon der Mode;1976;Bibliotheek AMFI
907.1;TM043041;Galer? der mode;1975;Bibliotheek AMFI
907.1;TM010374;Tovenaars van de grote mode;1957;Bibliotheek AMFI
907.1;FM002269;Cantecleer kostuumgeschiedenis;1989;Bibliotheek AMFI
907.1;TM043169;Cantecleer kostuumgeschiedenis;1989;Bibliotheek AMFI
907.1;TM016006;The concise history of costume and fashion;1969;Bibliotheek AMFI
907.1;FM006875;Kleine Kostümkunde;1989;Bibliotheek AMFI
907.1;TM045196;Historic costume;1925;Bibliotheek AMFI
907.1;HV114064;Een leven in mode;2012;Bibliotheek AMFI
907.1;FM002389;Costumes of everyday life;1972;Bibliotheek AMFI
907.1;HV124231;The anatomy of fashion;2013;Bibliotheek AMFI
907.1;TM010497;Fashion for men;1985;Bibliotheek AMFI
907.1;TM043018;Fashion for men;1985;Bibliotheek AMFI
907.1;TM017527;Het teken van de mode;1985;Bibliotheek AMFI
907.1;TM043043;Het teken van de mode;1985;Bibliotheek AMFI
907.1;TM041493;New York fashion;1989;Bibliotheek AMFI
907.1;TM010330;New York fashion;1989;Bibliotheek AMFI
907.1;HV107787;Mode in het juiste perspectief;2013;Bibliotheek AMFI
907.1;TM017526;Mode-kleren-mode;1980;Bibliotheek AMFI
907.1;TM006962;Mode & Kunst 1960-1990;1995;Bibliotheek AMFI
907.1;HV154098;Moments de mode;1986;Bibliotheek AMFI
907.1;TM022047;Kleding voor werk, ontspanning en vertoon;1994;Bibliotheek AMFI
907.1;TM003218;Changing styles in fashion;1989;Bibliotheek AMFI
907.1;FM002385;Kostümkunde;1961;Bibliotheek AMFI
907.1;FM003021;Fashion in costume;2000;Bibliotheek AMFI
907.1;TM008454;Des Teufels Tuch;1995;Bibliotheek AMFI
907.1;TM041601;History of costume;1965;Bibliotheek AMFI
907.1;HV041023;Costume;2006;Bibliotheek AMFI
907.1;HV002471;The chronicle of western costume;2003;Bibliotheek AMFI
907.1;TM041386;Kleding door de eeuwen heen;1991;Bibliotheek AMFI
 907.1  . 1;HV011222;Praktische Kostümkunde in 600 Bildern und Schnitten;1926;Bibliotheek AMFI
 907.1  . 2;HV011221;Praktische Kostümkunde in 600 Bildern und Schnitten;1926;Bibliotheek AMFI
907.1;TM003277;Racinet's full-color pictorial history of western costume;1987;Bibliotheek AMFI
907.1;TM041203;Couture;1985;Bibliotheek AMFI
907.1;TM041281;The visual history of costume;1989;Bibliotheek AMFI
907.1;TM007809;The art of dress;1995;Bibliotheek AMFI
907.1;HV123899;In en uit de mode;2014;Bibliotheek AMFI
907.1;TM042765;Modegeschichten;1987;Bibliotheek AMFI
907.1;FM002386;Beknopte geschiedenis van het kostuum;1956;Bibliotheek AMFI
907.1;FM002390;Dress art and society, 1560-1970;1974;Bibliotheek AMFI
907.1;TM041385;Dress art and society, 1560-1970;1974;Bibliotheek AMFI
907.1;FM002440;De kleeding van de vrouw;1901;Bibliotheek AMFI
907.1;TM008666;Power of style;1995;Bibliotheek AMFI
907.1;HV016711;The study of dress history;2002;Bibliotheek AMFI
907.1;TM017121;Geschichte des Kostüms;1997;Bibliotheek AMFI
907.1;TM041907;Geschichte des Kostüms;1980;Bibliotheek AMFI
907.1;TM044014;A survey of historic costume;1989;Bibliotheek AMFI
907.1;TM017104;Survey of historic costume;1998;Bibliotheek AMFI
907.1;TM042860;Kostuumgeschiedenis;1972;Bibliotheek AMFI
907.1;TM003284;Fashion in the western world 1500-1900;1992;Bibliotheek AMFI
907.1;HV013593;Die Freude am Kleide;1963;Bibliotheek AMFI
907.1;TM017522;Nederlands Kostuummuseum zienderogen;1977;Bibliotheek AMFI
907.2;TM041407;Crêpe en kralen;1980;Bibliotheek AMFI
907.2;HV037640;A.MAZE;2006;Bibliotheek AMFI
907.2;HV078402;Anglomania: tradition and transgression in British fashion;2006;Bibliotheek AMFI
 907.2 É;HV062515;Les années folles, 1919-1929;2007;Bibliotheek AMFI
 907.2 É;HV118496;Les années folles, 1919-1929;2007;Bibliotheek AMFI
 907.2 -;FM003381;A-POC making;2001;Bibliotheek AMFI
907.2;FM002132;Giorgio Armani;2000;Bibliotheek AMFI
907.2;HV066633;Giorgio Armani;2000;Bibliotheek AMFI
907.2;HV062174;Roberto Cavalli;2001;Bibliotheek AMFI
907.2;TM024446;The art of African fashion;1998;Bibliotheek AMFI
907.2;HV096716;The art of fashion;2009;Bibliotheek AMFI
907.2;HV107648;Cristóbal Balenciaga;2011;Bibliotheek AMFI
907.2;TM008074;Au paradis des dames;1992;Bibliotheek AMFI
907.2;TM010334;Der Couturier Heinz Schulze-Varell (1907-1985);1993;Bibliotheek AMFI
907.2;TM017956;The naked & the dressed;1998;Bibliotheek AMFI
907.2;HV023811;Aziz, an innovative designer;2002;Bibliotheek AMFI
907.2;HV018589;Als gegoten;2003;Bibliotheek AMFI
907.2;HV088838;Fashions of a decade: the 1940s;2006;Bibliotheek AMFI
907.2;TM047955;Fashions of a decade: the 1950s;1991;Bibliotheek AMFI
907.2;HV057051;Viva vintage;2003;Bibliotheek AMFI
907.2;HV071402;Barcelona brand new fashion designers;2008;Bibliotheek AMFI
907.2;HV056459;Wearing vintage;2002;Bibliotheek AMFI
907.2;TM010798;Lanvin;1997;Bibliotheek AMFI
907.2;HV113792;Stylists;2012;Bibliotheek AMFI
907.2;HV062693;Berlin Fashion;2008;Bibliotheek AMFI
907.2;TM041266;Art deco fashion;1974;Bibliotheek AMFI
907.2;FM002415;Art deco fashion;1974;Bibliotheek AMFI
907.2;TM022060;Alaïa;1996;Bibliotheek AMFI
907.2;TM010799;Poiret;1997;Bibliotheek AMFI
907.2;TM016983;Thierry Mugler;1998;Bibliotheek AMFI
907.2;TM024732;A century of fashion;1999;Bibliotheek AMFI
907.2;TM010769;Christian Lacroix;1996;Bibliotheek AMFI
907.2;TM016124;Yohji Yamamoto;1997;Bibliotheek AMFI
907.2;TM022121;Chanel;1996;Bibliotheek AMFI
907.2;TM010800;Elsa Schiaparelli;1997;Bibliotheek AMFI
907.2;HV114516;Couture in the 21st century;2010;Bibliotheek AMFI
907.2;HV110454;Belgian fashion design;1999;Bibliotheek AMFI
907.2;HV114596;Geschmacksache;2012;Bibliotheek AMFI
907.2;TM016123;Issey Miyake;1997;Bibliotheek AMFI
907.2;HV062894;Alexander van Slobbe;2008;Bibliotheek AMFI
907.2;TM010770;Yves Saint Laurent;1997;Bibliotheek AMFI
907.2;HV094321;Bernhard Willhelm & Jutta Kraus;2009;Bibliotheek AMFI
907.2;FM002423;Fashion in the 60's;1978;Bibliotheek AMFI
907.2;TM047951;Mode in de 20ste eeuw;1988;Bibliotheek AMFI
907.2;TM016188;Looking at fashion;1996;Bibliotheek AMFI
907.2;FM002374;Dress in Italian painting, 1460-1500;1975;Bibliotheek AMFI
907.2;HV113524;Het nieuwe ambacht;2011;Bibliotheek AMFI
907.2;TM043055;Fong Leng;1982;Bibliotheek AMFI
907.2;HV079237;Chanel;2007;Bibliotheek AMFI
907.2;HV023150;Costume in detail;2001;Bibliotheek AMFI
907.2;FM002093;Fabric of fashion;2000;Bibliotheek AMFI
907.2;HV112479;Moi, Veronique Branquinho toute nue;2008;Bibliotheek AMFI
907.2;HV014974;Fashion;2003;Bibliotheek AMFI
907.2;HV008588;The London look;2004;Bibliotheek AMFI
907.2;HV002641;Fashion;2003;Bibliotheek AMFI
907.2;TM014318;N52°00.000' E005°00.000';2000;Bibliotheek AMFI
907.2;TM014425;Fashion Asia;2000;Bibliotheek AMFI
907.2;TM041222;Mode aus Wien, 1815-1938;1986;Bibliotheek AMFI
907.2;TM041558;Discovering 19th century fashion;1989;Bibliotheek AMFI
907.2;TM003275;Nineteenth century fashion;1992;Bibliotheek AMFI
907.2;TM003268;Fashions of a decade: the 1980s;1990;Bibliotheek AMFI
907.2;TM045272;The changing world of fashion;1977;Bibliotheek AMFI
907.2;TM010771;Moschino;1997;Bibliotheek AMFI
907.2;TM016988;Moschino;1997;Bibliotheek AMFI
907.2;TM016982;Versace;1998;Bibliotheek AMFI
907.2;TM010625;Missoni;1997;Bibliotheek AMFI
907.2;TM010773;50s fashion style 2;1997;Bibliotheek AMFI
907.2;HV114508;Iris van Herpen;2011;Bibliotheek AMFI
907.2;TM024011;The new look;1996;Bibliotheek AMFI
907.2;HV037632;Chanel;2005;Bibliotheek AMFI
907.2;HV114584;Always in Vogue;1954;Bibliotheek AMFI
907.2;TM022061;Jean-Paul Gaultier;1996;Bibliotheek AMFI
907.2;HV063573;Christophe Coppens;2009;Bibliotheek AMFI
907.2;HV010621;Workshop;2004;Bibliotheek AMFI
907.2;FM003613;Clothes;1986;Bibliotheek AMFI
907.2;TM003269;Fashions of a decade: the 1960s;1990;Bibliotheek AMFI
907.2;TM022048;Mode uit de zestiger jaren;1995;Bibliotheek AMFI
907.2;HV088840;Fashions of a decade: the 1930s;2006;Bibliotheek AMFI
907.2;HV101292;Contemporary African fashion;2010;Bibliotheek AMFI
907.2;FM002260;Alaïa;1998;Bibliotheek AMFI
907.2;HV107826;Costume revolution;1989;Bibliotheek AMFI
907.2;TM010638;Men's fashion in the twentieth century;1997;Bibliotheek AMFI
907.2;HV057209;Couture locale;2000;Bibliotheek AMFI
907.2;FM003011;Roman clothing and fashion;2000;Bibliotheek AMFI
907.2;TM043019;Textiles and clothing, c.1150-c.1450;1992;Bibliotheek AMFI
907.2;FM002971;Textiles and clothing, c.1150-c.1450;2001;Bibliotheek AMFI
907.2;HV062162;The cutting edge;2005;Bibliotheek AMFI
907.2;TM010907;Czech fashion 1918-1939;1996;Bibliotheek AMFI
907.2;TM003328;Sonia Delaunay;1991;Bibliotheek AMFI
907.2;TM014216;Sonia Delaunay;1991;Bibliotheek AMFI
907.2;HV071377;British fashion designers;2009;Bibliotheek AMFI
907.2;TM046845;Déjà vu;1994;Bibliotheek AMFI
907.2;HV092611;R?k gekleed;2005;Bibliotheek AMFI
907.2;TM044025;Chanel;1994;Bibliotheek AMFI
907.2;TM043167;Hommage aux donateurs;1980;Bibliotheek AMFI
907.2;TM043168;Secrets d' Elegance, 1750-1950;1979;Bibliotheek AMFI
907.2;TM043025;l'Imprimé dans la mode du XVIIIe siècle à nos jours;1984;Bibliotheek AMFI
907.2;TM006064;Christian Dior;1990;Bibliotheek AMFI
907.2;FM002984;A collection of the various styles of clothing which are presently worn in countries of Europe, Asia;2001;Bibliotheek AMFI
907.2;HV114583;Histoire de la mode au XXe siècle;1986;Bibliotheek AMFI
907.2;TM016990;Fortuny;1998;Bibliotheek AMFI
907.2;HV098547;Minimalism and fashion;2010;Bibliotheek AMFI
907.2;TM041981;De mode en ik;1958;Bibliotheek AMFI
907.2;TM045188;Dior by Dior;1957;Bibliotheek AMFI
907.2;TM017010;Dolce & Gabbana;1998;Bibliotheek AMFI
907.2;FM002379;Fashion in the twenties & thirties;1973;Bibliotheek AMFI
907.2;HV039591;The beautiful fall;2006;Bibliotheek AMFI
907.2;TM041161;The fifties in Vogue;1987;Bibliotheek AMFI
907.2;TM041553;1979 dress show & degree exhibition;1979;Bibliotheek AMFI
907.2;FM003026;Medieval costume, armour, and weapons;2000;Bibliotheek AMFI
907.2;TM042686;Wat gebeurde er na Quant en Courrèges?;1991;Bibliotheek AMFI
907.2;HV107696;80s fashion;2013;Bibliotheek AMFI
907.2;HV078536;Eiske Henneman collectie 1996-2006;2006;Bibliotheek AMFI
 907.2  18;TM016063;Emporio Armani;1997;Bibliotheek AMFI
907.2;HV112414;Japanese fashion designers;2011;Bibliotheek AMFI
907.2;TM008829;Erté fashions;1972;Bibliotheek AMFI
907.2;TM042677;Mode in de lage landen: België;1989;Bibliotheek AMFI
 907.2 ÉÉ 1953;TM024042;Été 1953;1953;Bibliotheek AMFI
907.2;FM002332;Fifties forever!;1999;Bibliotheek AMFI
907.2;TM041889;Women & fashion;1989;Bibliotheek AMFI
907.2;HV038623;Fashion at the edge;2003;Bibliotheek AMFI
907.2;HV087156;The House of Viktor & Rolf;2008;Bibliotheek AMFI
907.2;TM007617;Everyday fashions of the twenties as pictured in Sears and other catalogs;1981;Bibliotheek AMFI
907.2;TM007616;Everyday fashions of the thirties;1986;Bibliotheek AMFI
907.2;HV003733;Excess;2004;Bibliotheek AMFI
907.2;HV084521;Twentieth century dress in the United States;2007;Bibliotheek AMFI
907.2;HV107808;The fashion book;1998;Bibliotheek AMFI
907.2;HV053652;Fashion special;2005;Bibliotheek AMFI
907.2;HV154194;The fashion year;1983;Bibliotheek AMFI
907.2;HV014045;Fashion design;2000;Bibliotheek AMFI
907.2;HV038206;Fashion now 2;2005;Bibliotheek AMFI
907.2;FM003710;Fashion 1900-1939;1975;Bibliotheek AMFI
907.2;HV012680;Fashion now;2003;Bibliotheek AMFI
907.2;TM017908;Fashion 1900-1939;1975;Bibliotheek AMFI
907.2;HV104879;Fashion blogs;2010;Bibliotheek AMFI
907.2;HV154193;The fashion year;1983;Bibliotheek AMFI
907.2;HV114256;Fast forward fashion;2011;Bibliotheek AMFI
907.2;TM003274;Fashions of a decade: the 1990s;1992;Bibliotheek AMFI
907.2;HV003227;in. femme fashion 1780-2004;2003;Bibliotheek AMFI
907.2;TM047924;Femmes fin de siècle, 1885-1895;1990;Bibliotheek AMFI
907.2;HV012674;Marlies Dekkers;2003;Bibliotheek AMFI
907.2;HV076201;Marlies Dekkers;2003;Bibliotheek AMFI
907.2;HV002466;Boutique;2003;Bibliotheek AMFI
907.2;HV062112;Marc Jacobs;2007;Bibliotheek AMFI
907.2;FM002977;Visionaries;2001;Bibliotheek AMFI
907.2;FM002624;Wearable art, 1900-2000;1999;Bibliotheek AMFI
907.2;TM041204;From anti-fashion to stylism;1987;Bibliotheek AMFI
907.2;TM041478;From anti-fashion to stylism;1987;Bibliotheek AMFI
907.2;HV110220;Future beauty;2010;Bibliotheek AMFI
907.2;TM046844;Obsession;1994;Bibliotheek AMFI
907.2;TM010637;Visionaire's fashion 2000;1997;Bibliotheek AMFI
907.2;HV005043;Laufsteg Berlin;2004;Bibliotheek AMFI
907.2;HV038386;Generation Mode;2006;Bibliotheek AMFI
907.2;HV038558;Africa is in style;2006;Bibliotheek AMFI
907.2;HV112478;German fashion design (1946-2012);2011;Bibliotheek AMFI
907.2;HV107817;Mode in de Zuidelijke Nederlanden: 1490-1530;1986;Bibliotheek AMFI
907.2;TM047929;Givenchy;1991;Bibliotheek AMFI
907.2;TM041608;Givenchy;1991;Bibliotheek AMFI
907.2;HV101089;Isabella Blow;2011;Bibliotheek AMFI
907.2;HV079630;The Golden Age of couture;2007;Bibliotheek AMFI
907.2;HV107652;Europe;2012;Bibliotheek AMFI
907.2;TM006093;M?n leven in mode;1995;Bibliotheek AMFI
907.2;HV096490;Walter Van Beirendonck;2009;Bibliotheek AMFI
907.2;TM024122;Comme des garçons;1998;Bibliotheek AMFI
907.2;TM024637;Kleren voor de elite;1999;Bibliotheek AMFI
907.2;TM024729;Halston;1999;Bibliotheek AMFI
907.2;HV114594;Fashion Scandinavia;2013;Bibliotheek AMFI
907.2;FM003036;Gowns by Adrian;2001;Bibliotheek AMFI
907.2;FM002142;Habit Christa de Carouge Habitat;2000;Bibliotheek AMFI
907.2;TM041207;The forties in Vogue;1985;Bibliotheek AMFI
907.2;TM041234;The thirties in Vogue;1985;Bibliotheek AMFI
907.2;TM041603;Mode bronnenboek;1989;Bibliotheek AMFI
907.2;TM041946;Mode bronnenboek;1989;Bibliotheek AMFI
907.2;HV130794;Mode bronnenboek;1989;Bibliotheek AMFI
907.2;HV114520;Henrik Vibskov;2012;Bibliotheek AMFI
907.2;TM003330;Fashions of a decade: the 1970s;1992;Bibliotheek AMFI
907.2;HV088839;Fashions of a decade: the 1920s;2006;Bibliotheek AMFI
907.2;HV066536;Fashions of a decade;1992;Bibliotheek AMFI
907.2;TM022049;Mode uit de twintiger jaren;1995;Bibliotheek AMFI
907.2;HV013312;Mart Visser;2003;Bibliotheek AMFI
907.2;TM010561;Max Heymans;1983;Bibliotheek AMFI
907.2;TM017114;All American;1998;Bibliotheek AMFI
 907.2 É;HV071611;Voici Paris!;2010;Bibliotheek AMFI
 907.2 É;HV114591;Fabulous fifties fashion;2012;Bibliotheek AMFI
907.2;HV123897;Issey Miyake;1995;Bibliotheek AMFI
 907.2 Ö;FM002746;Fashion design;1999;Bibliotheek AMFI
907.2;TM041574;Hommage à Balenciaga;1985;Bibliotheek AMFI
907.2;FM002558;Ik heb niks om aan te trekken;1977;Bibliotheek AMFI
907.2;HV005809;Hussein Chalayan;2005;Bibliotheek AMFI
907.2;HV003457;The ideal woman;2004;Bibliotheek AMFI
907.2;TM041581;In the Russian style;1977;Bibliotheek AMFI
907.2;HV107701;iNDiViDUALS presents Element A/W 13-14;2013;Bibliotheek AMFI
907.2;TM017910;In Vogue;1978;Bibliotheek AMFI
907.2;TM041157;In Vogue;1978;Bibliotheek AMFI
907.2;FM003709;In Vogue;1978;Bibliotheek AMFI
907.2;TM045255;Issey Miyake;1988;Bibliotheek AMFI
907.2;TM017998;Issey Miyake;1999;Bibliotheek AMFI
907.2;HV112622;Istanbul Fashion;2010;Bibliotheek AMFI
907.2;TM024404;Beauty and the Beene;1999;Bibliotheek AMFI
907.2;HV114614;New African fashion;2011;Bibliotheek AMFI
907.2;HV078825;Ofoffjoff;2007;Bibliotheek AMFI
907.2;TM016512;Paul Smith;1995;Bibliotheek AMFI
907.2;TM024403;Balenciaga;1997;Bibliotheek AMFI
907.2;TM016643;Vionnet;1996;Bibliotheek AMFI
907.2;TM022062;Vionnet;1996;Bibliotheek AMFI
907.2;TM042683;Geheimen van de couturiers;1987;Bibliotheek AMFI
907.2;FM003708;Pucci;1991;Bibliotheek AMFI
907.2;TM041448;Coco;1989;Bibliotheek AMFI
907.2;HV101067;Kenzo;2010;Bibliotheek AMFI
907.2;TM017007;Key moments in fashion;1998;Bibliotheek AMFI
907.2;TM041970;De kleeding onzer voorouders: 1700-1900;1926;Bibliotheek AMFI
907.2;TM017896;The Warhol look;1997;Bibliotheek AMFI
907.2;HV106029;Alexander McQueen;2010;Bibliotheek AMFI
907.2;HV021773;Fashion plates 1950-1970;1998;Bibliotheek AMFI
907.2;TM010796;Vivienne Westwood;1997;Bibliotheek AMFI
907.2;TM024830;Modemachen in Berlin;1998;Bibliotheek AMFI
907.2;HV005607;Blueprints of fashion;1997;Bibliotheek AMFI
