Callnumber;Barcode;Title;Year;Location
AMFI: LARGE FORMAT 701.3 RETT;HV021788;Stilhandbuch;2000;Bibliotheek AMFI
AMFI: LARGE FORMAT 702.3 CLAR;TM008064;African art;1995;Bibliotheek AMFI
AMFI: LARGE FORMAT 705.8 ANDY;HV096032;Andy Warhol special;2007;Bibliotheek AMFI
AMFI: LARGE FORMAT 705.8 PARI;HV063763;Paris/New York;2008;Bibliotheek AMFI
AMFI: LARGE FORMAT 708.4 GILB;FM003609;Gilbert & George;1993;Bibliotheek AMFI
AMFI: LARGE FORMAT 710.1;HV010756;The Phaidon atlas of contemporary world architecture;2004;Bibliotheek AMFI
AMFI: LARGE FORMAT 715.9 SCHU;HV008778;Portraits of the new architecture;2004;Bibliotheek AMFI
AMFI: LARGE FORMAT 718.2 BRES;TM022094;The architecture of the Louvre;1995;Bibliotheek AMFI
AMFI: LARGE FORMAT 735.8 KUCH;TM041216;Expressionismus;1980;Bibliotheek AMFI
AMFI: LARGE FORMAT 736.5 BLAN;TM041452;Vermeer;1992;Bibliotheek AMFI
AMFI: LARGE FORMAT 736.8 EEUW;HV079736;'Een eeuw Willink' (1900-1983);1999;Bibliotheek AMFI
AMFI: LARGE FORMAT 737.2 LACK;TM043056;Grünewald;1967;Bibliotheek AMFI
AMFI: LARGE FORMAT 737.7 CONS;TM043084;Klimt;1991;Bibliotheek AMFI
AMFI: LARGE FORMAT 737.8 LEGE;TM043104;F. Léger;1981;Bibliotheek AMFI
AMFI: LARGE FORMAT 737.8 MATI;TM043126;Matisse;1988;Bibliotheek AMFI
AMFI: LARGE FORMAT 737.8 TING;TM006963;Blue sky;1993;Bibliotheek AMFI
AMFI: LARGE FORMAT 738.2 HAYE;TM002526;The portrait in British art;1991;Bibliotheek AMFI
AMFI: LARGE FORMAT 742 PARI;HV100621;Piet Paris;2010;Bibliotheek AMFI
AMFI: LARGE FORMAT 742 RIEG;HV078031;Colors for modern fashion;2006;Bibliotheek AMFI
AMFI: LARGE FORMAT 754.1 CREA 1998;TM024518;The creative index 1998;1998;Bibliotheek AMFI
AMFI: LARGE FORMAT 754.1 FAME;TM002529;Famous animal symbols;1991;Bibliotheek AMFI
AMFI: LARGE FORMAT 754.9 WEBS;FM003907;Website graphics;1997;Bibliotheek AMFI
AMFI: LARGE FORMAT 760.3 PLUN;TM016058;Burning man;1997;Bibliotheek AMFI
AMFI: LARGE FORMAT 761 SAMS;TM043227;In the beginning;1974;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.2 AVED;HV038459;Woman in the mirror;2005;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.2 BAIL;TM006968;The lady is a tramp;1995;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.2 BEAR;HV096496;Peter Beard;2008;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.2 BEAR;HV096495;Peter Beard;2008;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.2 BERN;FM002978;Bernadinism;2001;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.2 DEMA;TM022050;Patrick Demarchelier photographs;1995;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.2 EVID;FM007225;Evidence 1944-1994;1994;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.2 HOPP;TM008453;Dennis Hopper;1992;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.2 KLEI;TM046620;In & out of fashion;1994;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.2 LAGE;TM007629;Karl Lagerfeld, off the record;1994;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.2 MANN;HV063703;Imperfect;2008;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.2 MARI;HV019013;Animal man;2002;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.2 NARS;TM024734;X-ray;1999;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.2 OLAF;HV012968;Erwin Olaf;2003;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.2 OLAF;HV107658;Own;2012;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.2 PEIJL;HV053372;Rude;2005;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.2 SCAV;TM016195;Scavullo Photographs 50 years;1997;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.2 SHER;FM003282;Cindy Sherman;1991;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.2 SIGI;HV099314;Redemption;1998;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.2 TEST;FM003028;Mario Testino;2002;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.2 WEBE;HV054032;Blood, sweat and tears;2005;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.3 FONT;TM016193;Black earth;0;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.3 KNAP;TM008449;Catwalk;1993;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.3 LASS;TM043011;Portrait and the camera;1989;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.3 LEG;TM017015;Leg;1997;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.3 SCHA;TM014280;Body knots;2000;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.3 TOLE;HV114620;A new kind of beauty;2011;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.3 UNWE;TM007620;Snaps;1994;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.3 WEAR;HV107667;Wear your face;2012;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.4 LANT;TM016196;Oog in oog;1997;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.7 ANNE;TM024836;Lesannées ELLE 1945-2000;1999;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.7 BOUR;FM003331;Exhibit A;2001;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.7 COLO;HV107785;The color of fashion;1992;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.7 DUTC;TM024848;Dutch Casting Agency;1999;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.7 FASH;FM002301;Fashion faces up;2000;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.7 LACH;FM006189;Hotel LaChapelle;1999;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.7 LACH;HV079911;LaChapelle heaven to hell;2006;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.7 LIND;TM024603;Peter Lindbergh;1999;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.7 MARC;HV078052;A second decade of Guess images;2002;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.7 MUIR;FM003029;David Bailey;2001;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.7 QUAC;FM003019;Thái-Công my parents;2002;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.7 RAUW;HV071663;Rauw op het l?f;1998;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.7 SPOR;TM014352;Sportswear international twenty fifth anniversary special;2000;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.7 UDÉ;HV063506;Style file;2008;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.7 ZILK;HV011241;Ultimate style;2004;Bibliotheek AMFI
AMFI: LARGE FORMAT 761.9 BLAC;TM017014;A noir;1998;Bibliotheek AMFI
AMFI: LARGE FORMAT 766.6 LIVI;TM043763;The New York School;1992;Bibliotheek AMFI
AMFI: LARGE FORMAT 770.6 MART;HV008697;1:1, Marti Guixé;2002;Bibliotheek AMFI
AMFI: LARGE FORMAT 772.1 BEAU;TM043067;Art nouveau;1988;Bibliotheek AMFI
AMFI: LARGE FORMAT 772.1 BENE;TM043066;Art deco designs;1988;Bibliotheek AMFI
AMFI: LARGE FORMAT 772.3 NEUE;HV079065;Die neue Linie 1929-1943;2007;Bibliotheek AMFI
AMFI: LARGE FORMAT 772.3 PARR;TM043068;William Morris and the arts and crafts movement;1989;Bibliotheek AMFI
AMFI: LARGE FORMAT 773.3 BOSS;HV154196;Volkskunst in Europa;1938;Bibliotheek AMFI
AMFI: LARGE FORMAT 773.3 HAND;HV106485;Handmade in India;2009;Bibliotheek AMFI
AMFI: LARGE FORMAT 774.4 CONR;TM018614;Het nieuwe wonen;1995;Bibliotheek AMFI
AMFI: LARGE FORMAT 774.4 MORO;TM024519;Moroso in superficie;0;Bibliotheek AMFI
AMFI: LARGE FORMAT 774.5 GUIL;TM047921;Natuurl?k wonen een levensst?l;1994;Bibliotheek AMFI
AMFI: LARGE FORMAT 777.4 MASC;TM016213;Bvlgari;1996;Bibliotheek AMFI
AMFI: LARGE FORMAT 779 ILLU;TM043237;The illustrated history of textiles;1991;Bibliotheek AMFI
AMFI: LARGE FORMAT 779 ILLU;TM009080;The illustrated history of textiles;1991;Bibliotheek AMFI
AMFI: LARGE FORMAT 779 LANG;FM002438;Decorative art in Indonesian textiles;1964;Bibliotheek AMFI
AMFI: LARGE FORMAT 779 STRO;HV023294;New material as new media;2002;Bibliotheek AMFI
AMFI: LARGE FORMAT 779.1 TRUT;HV107724;Truth of the loom;2013;Bibliotheek AMFI
AMFI: LARGE FORMAT 779.6 LEVE;HV092015;Lace;1983;Bibliotheek AMFI
AMFI: LARGE FORMAT 779.7 REIL;HV079877;Paisley patterns;1989;Bibliotheek AMFI
AMFI: LARGE FORMAT 779.7 SEGU;TM041583;Abstract and floral designs;1988;Bibliotheek AMFI
AMFI: LARGE FORMAT 780 HILF;TM024730;Rock style;1999;Bibliotheek AMFI
AMFI: LARGE FORMAT 780 MADO;TM045250;Madonna - the girlie show;1994;Bibliotheek AMFI
AMFI: LARGE FORMAT 792 WAGN;TM041453;Décoration de l'imaginaire;1992;Bibliotheek AMFI
AMFI: LARGE FORMAT 798.85 FROU;TM043071;De wereld van het donkere kristal;1982;Bibliotheek AMFI
AMFI: LARGE FORMAT 902.4 FOST;TM016002;The dictionary of heraldry;1992;Bibliotheek AMFI
AMFI: LARGE FORMAT 903.3 NOVA;TM022093;De mens op weg naar het onbekende;1996;Bibliotheek AMFI
AMFI: LARGE FORMAT 905.1 MATE;FM007244;Material man;2000;Bibliotheek AMFI
AMFI: LARGE FORMAT 905.2 TRÉT;HV063910;Megalomania;2008;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.1 MÜLL;TM045135;Timeline of world costume;1993;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.1 RACI;TM009937;The historical encyclopedia of costumes;1989;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.1 RACI;HV013300;The complete costume history;2003;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 ALAÏ;HV113708;Alaïa;2011;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 ALEX;HV097930;Alexander van Slobbe, and... and... and...;2010;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 BALE;HV063139;Balenciaga Paris;2006;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 BARB;TM018621;Barbara Johnson's Album of fashions and fabrics;1987;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 BLUM;HV002593;Shocking!;2003;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 BOLT;HV112113;Alexander McQueen;2011;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 BOLT;HV112114;Alexander McQueen;2011;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 CARI;HV107007;Carine Roitfeld;2011;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 CULL;TM006869;Geoffrey Beene;1995;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 DEMO;TM044015;Madeleine Vionnet;1991;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 DESL;TM041612;Poiret;1987;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 DOLC;HV078393;Dolce & Gabbana;2006;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 EMAN;TM008450;Emanuel Ungaro;1992;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 EMPO 12;FM003721;Emporio Armani;1994;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 EMPO 14;FM003722;Emporio Armani;1995;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 ESPR #2;HV114526;Annual competition;2012;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 FASH;HV114483;The fashion world of Jean Paul Gaultier;2011;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 FASH;HV009621;Fashination;2004;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 FORD;FM007141;Tom Ford;2005;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 GAN;TM024805;Visionaire's fashion 2001;1999;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 GIAN;HV107792;Gianne Versace couture;1991;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 GUCC;HV078007;Gucci by Gucci;2006;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 HESS;HV106024;Pierre Cardin;2010;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 HIRO;FM003723;Sonomama sonomama;1988;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 KARA;HV008963;The journey of a woman;2004;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 KLER;TM043051;Kleren;1982;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 KLER;TM043052;Kleren;1982;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 MAIS;HV096653;Maison Martin Margiela;2009;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 MOSC;FM003724;Moschino;1988;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 MOSC;FM003725;Moschino;1988;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 MUSI;HV011751;Music, Dolce & Gabbana;2004;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 PAUL;TM022139;Carven;1995;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 POIR;HV066652;Poiret;2007;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 RAF;HV031458;Raf Simons Redux;2005;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 SEEL;HV113445;Fashion;2010;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 SILV;HV107732;Decades;2012;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 STRI;HV101065;Soviet costume and textiles, 1917-1945;1991;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 STYL;HV079628;Stylist;2007;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 STYL;HV079787;Stylist;2007;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 VERS;TM043738;Vanitas designs;1994;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 VERS;FM003485;Versace;1999;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 YAMA;FM000021;"Talking to myself ;";2002;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.2 YAMA;FM000022;"Talking to myself ;";2002;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.3 BLAH;HV039705;Blahník by Boman;2005;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.3 BOLO;HV039942;Racing style;2005;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.3 BUCH;HV019323;Das Buch der Wäsche;1983;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.3 GSTA;TM016255;G-star raw denim;1997;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.3 HARR;TM010519;The white T;1996;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.3 KLEI;TM018613;Under world;1995;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.3 MADE;HV096527;Made of Japan;2009;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.3 MART;TM041451;Splash!;1990;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.3 MAZZ;HV056051;Armando Pollini;1997;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.3 MAZZ;HV038485;Armando Pollini;1997;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.3 ROY;HV090258;Roy Roger's;2008;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.3 SHER;HV101829;Savile Row;2010;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.5 BING;FM003720;Regional costumes of the Netherlands;1978;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.5 MOL;HV013558;Streeksieraden in Zeeland;1998;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.5 MOL;HV013557;Streeksieraden in Zeeland;1999;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.6 BHAN;HV014799;Costumes, textiles and jewellery of India;2005;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.7 POEL;HV062519;Streets of Europe;2006;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.8 GRON;TM016208;Decorated skin;1997;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.8 NORM;FM002989;Femme fatale;2001;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.8 NOT;HV112115;Not a toy;2011;Bibliotheek AMFI
AMFI: LARGE FORMAT 907.8 WIEB;FM003719;Susanne Wiebe;1996;Bibliotheek AMFI
AMFI: LARGE FORMAT 922.1 WULL;TM044035;Passage to eternity;1989;Bibliotheek AMFI
AMFI: LARGE FORMAT 950.6 BLAE;TM043747;De grote atlas van de wereld in de 17de eeuw;1992;Bibliotheek AMFI
AMFI: LARGE FORMAT 950.6 GEIL;TM045279;Geïllustreerde atlas van de wereld;1994;Bibliotheek AMFI
AMFI: LARGE FORMAT 950.7 STEV;TM043010;Van verre;1992;Bibliotheek AMFI
AMFI: LARGE FORMAT 954.1 PENN;TM016207;Native American art;1994;Bibliotheek AMFI
AMFI: LARGE FORMAT 954.1 ROBO;FM003718;Native Americans in early photographs;1994;Bibliotheek AMFI
AMFI: LARGE FORMAT 954.13 PAGE;TM044036;Hopi;1982;Bibliotheek AMFI
AMFI: LARGE FORMAT 954.2 ALEX;TM045278;De Eskimo's;1991;Bibliotheek AMFI
AMFI: LARGE FORMAT 954.9 CIRC;TM045258;The circle of life;1991;Bibliotheek AMFI
AMFI: LARGE FORMAT 954.9 CIRK;FM002439;De cirkel van het leven;1992;Bibliotheek AMFI
AMFI: LARGE FORMAT 980 VINY;HV114610;Vinyl;2012;Bibliotheek AMFI
AMFI: LARGE FORMAT 980 VINY;HV114609;Vinyl;2012;Bibliotheek AMFI
AMFI: LARGE FORMAT 980 VINY;HV114607;Vinyl;2012;Bibliotheek AMFI
AMFI: LARGE FORMAT 980 VINY;HV114608;Vinyl;2012;Bibliotheek AMFI
AMFI: LARGE FORMAT 982 VERM;TM006094;Holland;1995;Bibliotheek AMFI
AMFI: LARGE FORMAT China 992 OVER;TM043198;Over China;1988;Bibliotheek AMFI
AMFI: LARGE FORMAT Italië 995.2 LIBE;TM009906;Toscane;1995;Bibliotheek AMFI
AMFI: LARGE FORMAT Mexico 773.3 KOJI;FM002460;The popular arts of Mexico;1974;Bibliotheek AMFI
AMFI: LARGE FORMAT Mexico 992 MEXI;TM047927;Mexico;1993;Bibliotheek AMFI
AMFI: LARGE FORMAT NASLAG 701.3 JONE;TM006964;The grammar of ornament;1986;Bibliotheek AMFI
AMFI: Libanon 996.3 BEYR;HV071373;Beyroutes;2009;Bibliotheek AMFI
AMFI: Mexico 737.8 KETT;TM041589;Frida Kahlo;1993;Bibliotheek AMFI
AMFI: Mexico 907.6 SAYE;TM045165;Costumes of Mexico;1985;Bibliotheek AMFI
AMFI: Mexico 940 MATO;TM046850;Teotihuacán, the city of the gods;1990;Bibliotheek AMFI
AMFI: NASLAG 012 BIBL;TM016676;Bibliographica textilia historiæ;1997;Bibliotheek AMFI
AMFI: NASLAG 048.2 NIEU;TM000135;Hetnieuwe nummerboekje;1994;Bibliotheek AMFI
AMFI: NASLAG 090.1 MEDI;HV111941;Mediafeitenboekje Nederland ...;1996;Bibliotheek AMFI
AMFI: NASLAG 101 CAMB;HV062667;The Cambridge dictionary of philosophy;1999;Bibliotheek AMFI
AMFI: NASLAG 203.9 BOOK;HV101314;The book of symbols;2010;Bibliotheek AMFI
AMFI: NASLAG 210.1 GABR;HV100754;... isms;2007;Bibliotheek AMFI
AMFI: NASLAG 301.2 CORR;TM000484;Correlators;1994;Bibliotheek AMFI
AMFI: NASLAG 301.2 GUID;TM010547;Guide for the tariff classification of textiles;1996;Bibliotheek AMFI
AMFI: NASLAG 325 CHOW;TM024564;Clothing for special needs;1999;Bibliotheek AMFI
AMFI: NASLAG 360.4 TEXT;TM010316;Textiel-, kleding-, leder-, schoen- e.a. lederwarenindustrie;1993;Bibliotheek AMFI
AMFI: NASLAG 367.2 HAND;FM002176;Handboek functieclassificatie confectie-industrie 2001;2001;Bibliotheek AMFI
AMFI: NASLAG 369.1 BRAN;HV078440;The brand glossary;2007;Bibliotheek AMFI
AMFI: NASLAG 369.1 HAND I;TM024061;Handbuch Mode-marketing;1999;Bibliotheek AMFI
AMFI: NASLAG 369.1 HAND II;TM024062;Handbuch Mode-marketing;1999;Bibliotheek AMFI
AMFI: NASLAG 369.6 NAUT;HV043900;Instore ABC;2006;Bibliotheek AMFI
AMFI: NASLAG 371.3 WHO;HV111150;Who's who ...;2010;Bibliotheek AMFI
AMFI: NASLAG 372.3 EXPO;1875517-10;Exporttransactions from A to Z;2003;Bibliotheek AMFI
AMFI: NASLAG 372.3 HUMP;TM000334;International trade procedures for the clothing and textile industry;1995;Bibliotheek AMFI
AMFI: NASLAG 372.6 KEIJS 99/00;TM024134;Keijsers selectie;1999;Bibliotheek AMFI
AMFI: NASLAG 372.6 OSTR;HV063305;The Fairchild dictionary of retailing;2009;Bibliotheek AMFI
AMFI: NASLAG 372.6 ROSE;TM024350;Dictionary of retailing and merchandising;1995;Bibliotheek AMFI
AMFI: NASLAG 489.7 NVCT 2000-01;TM014204;NVCT leden-adreslijst 2000-2001;2000;Bibliotheek AMFI
AMFI: NASLAG 489.7 NVCT 2001-02;FM002580;NVCT leden-adressenlijst 2001-2002;2001;Bibliotheek AMFI
AMFI: NASLAG 489.7 NVCT 2002-03;FM003456;NVCT leden-adressenlijst 2002-2003;2002;Bibliotheek AMFI
AMFI: NASLAG 489.7 VECO;TM042326;Almanak 1989;1989;Bibliotheek AMFI
AMFI: NASLAG 489.7 VECO 1990;TM042059;Almanak 1990;1990;Bibliotheek AMFI
AMFI: NASLAG 625 RIES;TM042308;Internationales Wörterbuch;1956;Bibliotheek AMFI
AMFI: NASLAG 625 TEXT;TM042305;Textielwoordenboek;1946;Bibliotheek AMFI
AMFI: NASLAG 625.2 AMAN;TM016294;Nähgarn-Dispositionsplaner für Damenmodelle ...;1997;Bibliotheek AMFI
AMFI: NASLAG 625.2 DÜRK;FM003098;Dürkopp Adler industrielle Nähmaschinen;0;Bibliotheek AMFI
AMFI: NASLAG 625.2 FOCU 1;FM007253;Focus;2007;Bibliotheek AMFI
AMFI: NASLAG 625.2 FOCU 2;FM007255;Focus;2007;Bibliotheek AMFI
AMFI: NASLAG 625.2 NÄHF;TM041780;Nähfäden und Nähte Technologie;1990;Bibliotheek AMFI
AMFI: NASLAG 625.2 PFAF;FM003097;Pfaff industrielle Nähmaschinen;1984;Bibliotheek AMFI
AMFI: NASLAG 625.2 PFAF;FM003162;Pfaff special service;0;Bibliotheek AMFI
AMFI: NASLAG 625.2 PFAF I;TM042814;Pfaff special service;0;Bibliotheek AMFI
AMFI: NASLAG 625.2 PFAF II;FM006619;Pfaff special service;0;Bibliotheek AMFI
AMFI: NASLAG 625.2 TECH;TM041781;The Technology of thread & seams;1990;Bibliotheek AMFI
AMFI: NASLAG 625.2 WORL;FM007245;The world of sewing;1997;Bibliotheek AMFI
AMFI: NASLAG 625.3 APPA;TM024513;Theapparel design and production hand book;1998;Bibliotheek AMFI
AMFI: NASLAG 625.3 MYER;HV009908;Complete guide to size specification and technical design;2004;Bibliotheek AMFI
AMFI: NASLAG 625.3 STYL;HV013430;StyleTime;2000;Bibliotheek AMFI
AMFI: NASLAG 627.5 GINE;HV038169;Ginetex technical booklet;2005;Bibliotheek AMFI
AMFI: NASLAG 640.9 ÉTUD;TM010393;Étude sur les barèmes internationaux des mesures du corps humain;1997;Bibliotheek AMFI
AMFI: NASLAG 640.9 GOVM I;TM011990;The Govmark book on flammability standards and flammability test methods of textiles, plastics and o;1982;Bibliotheek AMFI
AMFI: NASLAG 640.9 GOVM II;TM011991;The Govmark book on flammability standards and flammability test methods of textiles, plastics and o;1982;Bibliotheek AMFI
AMFI: NASLAG 640.9 KWAL;TM000084;Kwaliteitszorg en elementen van een kwaliteitssysteem;1992;Bibliotheek AMFI
AMFI: NASLAG 640.9 MAAT;HV041415;Maataanduiding van kleding;2001;Bibliotheek AMFI
AMFI: NASLAG 640.9 NOME;TM042320;Nomenclature des articles d'habillement;1978;Bibliotheek AMFI
AMFI: NASLAG 640.9 NORM;TM016104;Textiel;1997;Bibliotheek AMFI
AMFI: NASLAG 640.9 NORM;TM016105;Textiel;1997;Bibliotheek AMFI
AMFI: NASLAG 640.9 NORM;TM000149;Kwaliteitssystemen;1988;Bibliotheek AMFI
AMFI: NASLAG 640.9 NORM;TM041751;Textiles-seam types-Classification and terminology;1982;Bibliotheek AMFI
AMFI: NASLAG 640.9 NORM;TM016101;Textiel;1997;Bibliotheek AMFI
AMFI: NASLAG 640.9 NORM;TM016097;Textiel;1997;Bibliotheek AMFI
AMFI: NASLAG 640.9 NORM;TM041750;Textiles-stitch types-Classification and terminology;1981;Bibliotheek AMFI
AMFI: NASLAG 640.9 NORM;TM000085;Kwaliteitszorg en de elementen van een kwaliteitssysteem;1994;Bibliotheek AMFI
AMFI: NASLAG 640.9 NORM;TM016103;Textiel;1997;Bibliotheek AMFI
AMFI: NASLAG 640.9 NORM;HV037264;Textiel;2000;Bibliotheek AMFI
AMFI: NASLAG 640.9 NORM;TM016099;Textiel;1997;Bibliotheek AMFI
AMFI: NASLAG 640.9 NORM;TM042611;Indelen en typen van documenten;1986;Bibliotheek AMFI
AMFI: NASLAG 640.9 NORM;TM016106;Textiel;1997;Bibliotheek AMFI
AMFI: NASLAG 640.9 NORM;TM016102;Textiel;1995;Bibliotheek AMFI
AMFI: NASLAG 640.9 NORM;TM016596;Textiel;1997;Bibliotheek AMFI
AMFI: NASLAG 640.9 NORM;TM000036;Kwaliteitszorg en normen voor kwaliteitsborging;1988;Bibliotheek AMFI
AMFI: NASLAG 640.9 NORM;FM002063;Textiel;2001;Bibliotheek AMFI
AMFI: NASLAG 640.9 NORM;TM000148;Kwaliteitssystemen;1988;Bibliotheek AMFI
AMFI: NASLAG 640.9 NORM;FM002159;Mondopoint system of shoe sizing and marking;1990;Bibliotheek AMFI
AMFI: NASLAG 640.9 NORM;FM003484;Textiel;1999;Bibliotheek AMFI
AMFI: NASLAG 640.9 NORM;TM016100;Textiel;1997;Bibliotheek AMFI
AMFI: NASLAG 640.9 NORM;TM000150;Kwaliteitssystemen;1988;Bibliotheek AMFI
AMFI: NASLAG 640.9 NORM;TM016098;Textiel;1997;Bibliotheek AMFI
AMFI: NASLAG 640.9 NORM;TM016096;Textiel;1997;Bibliotheek AMFI
AMFI: NASLAG 640.9 NORM;FM002073;Textiel;2001;Bibliotheek AMFI
AMFI: NASLAG 640.9 TABE;TM000015;Tabellenbuch für die Bekleidungs-Industrie;1990;Bibliotheek AMFI
AMFI: NASLAG 685 ANST;TM010971;The Anstey Weston guide to textile terms;1997;Bibliotheek AMFI
AMFI: NASLAG 685 BOER;TM042306;Eurodict;1990;Bibliotheek AMFI
AMFI: NASLAG 685 BOER;TM041550;Eurodict;1990;Bibliotheek AMFI
AMFI: NASLAG 685 CARM;TM042302;Callaway textile dictionary;1947;Bibliotheek AMFI
